step,dice,dice/_macro,dice/_micro,dice/class_00,dice/class_01,dice/class_02,dice/class_03,iou,iou/_macro,iou/_micro,iou/class_00,iou/class_01,iou/class_02,iou/class_03,loss,loss/mean,loss/std,lr,momentum,trevsky,trevsky/_macro,trevsky/_micro,trevsky/class_00,trevsky/class_01,trevsky/class_02,trevsky/class_03
11,0.3854997158050537,0.3854997158050537,0.4294748902320862,0.5951030850410461,0.018238971009850502,0.4789911210536957,0.4496656060218811,0.259439080953598,0.259439080953598,0.27345940470695496,0.4235919117927551,0.009203416295349598,0.314916729927063,0.29004427790641785,0.5703671035312471,0.5703671035312471,0.05536475297210886,0.0001,0.9,0.4043944478034973,0.4043944478034973,0.4182058572769165,0.6276034116744995,0.011602441780269146,0.6239058971405029,0.3544659912586212
12,0.43166840076446533,0.43166840076446533,0.4655998945236206,0.5880689024925232,0.02276689186692238,0.49613794684410095,0.6196998357772827,0.30172091722488403,0.30172091722488403,0.30344101786613464,0.41649970412254333,0.011514520272612572,0.32990920543670654,0.44896021485328674,0.5343762645645748,0.5343762645645748,0.023530496569442998,0.0001,0.9,0.4433036744594574,0.4433036744594574,0.44947555661201477,0.6076918840408325,0.014545159414410591,0.6311104893684387,0.5198671817779541
13,0.4147660732269287,0.4147660732269287,0.45029789209365845,0.5744494795799255,0.03231988102197647,0.49168792366981506,0.5606069564819336,0.28371307253837585,0.28371307253837585,0.29057061672210693,0.40296679735183716,0.016425373032689095,0.32598555088043213,0.3894745707511902,0.5492570229939052,0.5492570229939052,0.041285265693486395,0.0001,0.9,0.42333003878593445,0.42333003878593445,0.4347114562988281,0.5764227509498596,0.020720208063721657,0.6314131617546082,0.4647639989852905
14,0.4323825538158417,0.4323825538158417,0.46188002824783325,0.5820606350898743,0.08167026191949844,0.5017189979553223,0.5640803575515747,0.2951924800872803,0.2951924800872803,0.30028867721557617,0.4104975461959839,0.042573634535074234,0.3348630964756012,0.3928356170654297,0.5384151623362586,0.5384151623362586,0.023313160073878434,0.0001,0.9,0.4391787052154541,0.4391787052154541,0.44551295042037964,0.6186949014663696,0.05526801571249962,0.6151908040046692,0.4675610661506653
15,0.433034747838974,0.433034747838974,0.4672981798648834,0.5794062614440918,0.0306488499045372,0.49018245935440063,0.6319013833999634,0.30249279737472534,0.30249279737472534,0.30488523840904236,0.40786200761795044,0.015562917105853558,0.324663370847702,0.46188291907310486,0.5329129241761708,0.5329129241761708,0.020997825377022373,0.0001,0.9,0.4321887791156769,0.4321887791156769,0.4338616132736206,0.6041907668113708,0.019902776926755905,0.5536967515945435,0.5509648323059082
16,0.40956687927246094,0.40956687927246094,0.4411299526691437,0.5520475506782532,0.08713104575872421,0.4840964376926422,0.5149924755096436,0.27323758602142334,0.27323758602142334,0.2829805612564087,0.38126084208488464,0.04554992914199829,0.3193451166152954,0.3467944860458374,0.557764070374625,0.557764070374625,0.06037933177657399,0.0001,0.9,0.42243096232414246,0.42243096232414246,0.42742183804512024,0.6229434609413147,0.05911426618695259,0.5847060680389404,0.4229600131511688
17,0.43384313583374023,0.43384313583374023,0.4750158190727234,0.5916818380355835,0.0008186836494132876,0.5016865134239197,0.6411855220794678,0.3068121373653412,0.3068121373653412,0.3114889860153198,0.42013368010520935,0.0004095094627700746,0.33483412861824036,0.4718712568283081,0.5246653566284786,0.5246653566284786,0.038744845577544124,0.0001,0.9,0.4410763382911682,0.4410763382911682,0.44771042466163635,0.5729393362998962,0.0005121181602589786,0.6138193607330322,0.5770344138145447
18,0.43816840648651123,0.43816840648651123,0.4776809513568878,0.5747920274734497,0.006239787675440311,0.5105128288269043,0.6611289381980896,0.3107433617115021,0.3107433617115021,0.31378504633903503,0.40330401062965393,0.0031296582892537117,0.34274402260780334,0.4937957525253296,0.5253958645321074,0.5253958645321074,0.048111103367318435,0.0001,0.9,0.4443213939666748,0.4443213939666748,0.45242688059806824,0.5656977295875549,0.003933750092983246,0.6327540278434753,0.574900209903717
19,0.4267130494117737,0.4267130494117737,0.4587382376194,0.5692515969276428,0.07944898307323456,0.49890342354774475,0.5592482686042786,0.2899402678012848,0.2899402678012848,0.2976381182670593,0.3978697955608368,0.04136780649423599,0.33235931396484375,0.3881641924381256,0.5417729871613639,0.5417729871613639,0.05472333590217419,0.0001,0.9,0.43799707293510437,0.43799707293510437,0.445250004529953,0.624290406703949,0.05304047092795372,0.6200441718101501,0.4546133577823639
20,0.4189610481262207,0.4189610481262207,0.45597153902053833,0.5902565121650696,0.05804874747991562,0.4989813566207886,0.5285574793815613,0.2850571870803833,0.2850571870803833,0.29531291127204895,0.4186978042125702,0.0298919677734375,0.332428514957428,0.35921043157577515,0.5430598978012328,0.5430598978012328,0.025612342173397126,0.0001,0.9,0.42061537504196167,0.42061537504196167,0.4254436492919922,0.6592085361480713,0.038025613874197006,0.5605056881904602,0.4247216582298279
21,0.41639357805252075,0.41639357805252075,0.4499848783016205,0.6080883741378784,0.06316906958818436,0.4769134223461151,0.5174034237861633,0.28289881348609924,0.28289881348609924,0.29030996561050415,0.4368728697299957,0.03261465206742287,0.3131229877471924,0.3489846885204315,0.5510677912878611,0.5510677912878611,0.0320377590807487,0.0001,0.9,0.4255117177963257,0.4255117177963257,0.4286065697669983,0.6458726525306702,0.04166937246918678,0.5538301467895508,0.4606747627258301
22,0.4133351743221283,0.4133351743221283,0.4614782929420471,0.6004504561424255,0.0017884401604533195,0.4992391765117645,0.5518625974655151,0.2859169840812683,0.2859169840812683,0.29994916915893555,0.4290311634540558,0.00089502043556422,0.33265742659568787,0.3810843825340271,0.5386953987772503,0.5386953987772503,0.0623080099364881,0.0001,0.9,0.43279653787612915,0.43279653787612915,0.4415658414363861,0.66777503490448,0.0011203824542462826,0.5945767760276794,0.4677139222621918
23,0.4310894012451172,0.4310894012451172,0.46989619731903076,0.6034677624702454,0.05721033737063408,0.48830270767211914,0.5753766894340515,0.29711559414863586,0.29711559414863586,0.3071008622646332,0.4321187436580658,0.029447520151734352,0.3230162262916565,0.40387988090515137,0.5295167726183694,0.5295167726183694,0.05084849724279511,0.0001,0.9,0.4447994530200958,0.4447994530200958,0.4493575096130371,0.6529389023780823,0.03726118057966232,0.567196786403656,0.5218008756637573
24,0.4457732141017914,0.4457732141017914,0.48650819063186646,0.5973464250564575,0.030975112691521645,0.5117660164833069,0.6430052518844604,0.3148299753665924,0.3148299753665924,0.3214475214481354,0.42586880922317505,0.015731194987893105,0.3438747227191925,0.47384515404701233,0.513084025610061,0.513084025610061,0.046724497760287816,0.0001,0.9,0.4565313458442688,0.4565313458442688,0.4697931110858917,0.580547571182251,0.020008882507681847,0.6523085832595825,0.5732603669166565
25,0.4402950406074524,0.4402950406074524,0.4852967858314514,0.6025474667549133,0.040433451533317566,0.5232974290847778,0.5949017405509949,0.30739158391952515,0.30739158391952515,0.3203906714916229,0.43117567896842957,0.020633874461054802,0.35436883568763733,0.42338797450065613,0.5153435298374721,0.5153435298374721,0.03587027979697603,0.0001,0.9,0.4550914764404297,0.4550914764404297,0.46386197209358215,0.6645385026931763,0.025945153087377548,0.6108773350715637,0.5190049409866333
26,0.4559817910194397,0.4559817910194397,0.48978570103645325,0.6290649771690369,0.08095548301935196,0.5184147953987122,0.5954918265342712,0.318733811378479,0.318733811378479,0.3243153393268585,0.45885834097862244,0.042185310274362564,0.34990549087524414,0.42398601770401,0.5101083081866067,0.5101083081866067,0.034530985095811366,0.0001,0.9,0.4568101763725281,0.4568101763725281,0.4626186490058899,0.6534076929092407,0.05332988500595093,0.6194241046905518,0.5010791420936584
27,0.43127110600471497,0.43127110600471497,0.4588538110256195,0.5751931667327881,0.11513668298721313,0.4990072548389435,0.5357472896575928,0.2907799482345581,0.2907799482345581,0.29773542284965515,0.40369904041290283,0.06108490005135536,0.3324514627456665,0.3658844828605652,0.5408587597665333,0.5408587597665333,0.06870849422722718,0.0001,0.9,0.4321517050266266,0.4321517050266266,0.4375412166118622,0.5833393931388855,0.07901043444871902,0.601688027381897,0.46456894278526306
28,0.449537992477417,0.449537992477417,0.48821842670440674,0.619111180305481,0.06229323148727417,0.5093718767166138,0.6073756217956543,0.3145860731601715,0.3145860731601715,0.32294243574142456,0.44834259152412415,0.03214791417121887,0.34171631932258606,0.4361374080181122,0.5125694672266642,0.5125694672266642,0.03610875347432848,0.0001,0.9,0.4619480073451996,0.4619480073451996,0.4686153531074524,0.6508335471153259,0.040551748126745224,0.6080642342567444,0.5483425855636597
29,0.4310770630836487,0.4310770630836487,0.4730108678340912,0.5898007750511169,0.022470980882644653,0.5138593316078186,0.5981771349906921,0.30052095651626587,0.30052095651626587,0.3097670376300812,0.4182393550872803,0.01136316079646349,0.34576764702796936,0.4267137348651886,0.527903904044439,0.527903904044439,0.05055419897656911,0.0001,0.9,0.43883150815963745,0.43883150815963745,0.44564446806907654,0.5946553349494934,0.014318767003715038,0.6179109215736389,0.5284410119056702
30,0.4287033677101135,0.4287033677101135,0.4648316204547882,0.6264418363571167,0.04805833846330643,0.5102279186248779,0.5300853848457336,0.29595088958740234,0.29595088958740234,0.3027886748313904,0.45607227087020874,0.0246207844465971,0.3424872159957886,0.36062324047088623,0.5354488510934133,0.5354488510934133,0.058912233677289684,0.0001,0.9,0.4357246458530426,0.4357246458530426,0.4467584192752838,0.6282085180282593,0.030985720455646515,0.655982255935669,0.4277220666408539
